,,,,,,,,,,
State - All Districts,,,,,,,,,,
Kindergarten Entrance Inventory Results - Language Skills,,,,,,,,,,
All Years,,,,,,,,,,
,,,,,,,,,,
,,- Indicates no data,,,,,,,,
,,,,,,,Language Skills (%),,,
,District ID,,District Name,School Year,Number of Students Tested,,Level 1,Level 2,Level 3,
,288,,Achievement First Hartford Academy Inc.,2011-12,89,,19.1,62.9,18,
,001,,Andover School District,2011-12,35,,8.6,34.3,57.1,
,002,,Ansonia School District,2011-12,172,,19.8,46.5,33.7,
,244,,Area Cooperative Educational Services,2011-12,60,,16.7,46.7,36.7,
,003,,Ashford School District,2011-12,56,,8.9,39.3,51.8,
,004,,Avon School District,2011-12,165,,14.5,38.2,47.3,
,005,,Barkhamsted School District,2011-12,42,,7.1,28.6,64.3,
,007,,Berlin School District,2011-12,153,,17.6,44.4,37.9,
,008,,Bethany School District,2011-12,46,,15.2,50,34.8,
,009,,Bethel School District,2011-12,199,,18.1,39.7,42.2,
,011,,Bloomfield School District,2011-12,182,,21.4,44,34.6,
,012,,Bolton School District,2011-12,43,,20.9,51.2,27.9,
,013,,Bozrah School District,2011-12,20,,15,45,40,
,014,,Branford School District,2011-12,208,,24,45.7,30.3,
,015,,Bridgeport School District,2011-12,"1,833",,27.9,40.6,31.5,
,017,,Bristol School District,2011-12,562,,22.4,34.9,42.7,
,018,,Brookfield School District,2011-12,179,,19,34.6,46.4,
,019,,Brooklyn School District,2011-12,72,,16.7,37.5,45.8,
,021,,Canaan School District,2011-12,6,,16.7,33.3,50,
,022,,Canterbury School District,2011-12,43,,11.6,32.6,55.8,
,023,,Canton School District,2011-12,108,,9.3,50.9,39.8,
,241,,Capitol Region Education Council,2011-12,363,,17.4,33.3,49.3,
,024,,Chaplin School District,2011-12,26,,0,34.6,65.4,
,025,,Cheshire School District,2011-12,263,,3.8,8.7,87.5,
,026,,Chester School District,2011-12,31,,9.7,48.4,41.9,
,027,,Clinton School District,2011-12,150,,20.7,35.3,44,
,028,,Colchester School District,2011-12,179,,9.5,44.7,45.8,
,029,,Colebrook School District,2011-12,8,,25,37.5,37.5,
,030,,Columbia School District,2011-12,46,,19.6,34.8,45.7,
,243,,Cooperative Educational Services,2011-12,59,,8.5,18.6,72.9,
,031,,Cornwall School District,2011-12,7,,28.6,28.6,42.9,
,032,,Coventry School District,2011-12,123,,8.9,48.8,42.3,
,033,,Cromwell School District,2011-12,140,,16.4,47.1,36.4,
,034,,Danbury School District,2011-12,864,,35.3,40.7,24,
,035,,Darien School District,2011-12,368,,7.3,30.2,62.5,
,036,,Deep River School District,2011-12,55,,36.4,63.6,0,
,037,,Derby School District,2011-12,122,,32.8,31.1,36.1,
,040,,East Granby School District,2011-12,34,,8.8,32.4,58.8,
,041,,East Haddam School District,2011-12,76,,15.8,36.8,47.4,
,042,,East Hampton School District,2011-12,157,,23.6,43.9,32.5,
,043,,East Hartford School District,2011-12,545,,27.9,39.4,32.7,
,044,,East Haven School District,2011-12,232,,28.4,36.2,35.3,
,045,,East Lyme School District,2011-12,145,,17.2,50.3,32.4,
,047,,East Windsor School District,2011-12,101,,22.8,43.6,33.7,
,039,,Eastford School District,2011-12,13,,7.7,53.8,38.5,
,046,,Easton School District,2011-12,90,,22.2,57.8,20,
,048,,Ellington School District,2011-12,185,,14.1,27.6,58.4,
,289,,Elm City College Preparatory School,2011-12,62,,17.7,50,32.3,
,049,,Enfield School District,2011-12,345,,22.3,42.9,34.8,
,050,,Essex School District,2011-12,48,,20.8,39.6,39.6,
,051,,Fairfield School District,2011-12,731,,11.4,43.6,45,
,052,,Farmington School District,2011-12,253,,14.2,28.5,57.3,
,053,,Franklin School District,2011-12,15,,26.7,40,33.3,
,054,,Glastonbury School District,2011-12,379,,11.9,43.8,44.3,
,056,,Granby School District,2011-12,111,,6.3,15.3,78.4,
,057,,Greenwich School District,2011-12,568,,8.3,33.5,58.3,
,058,,Griswold School District,2011-12,137,,13.9,78.8,7.3,
,059,,Groton School District,2011-12,487,,24.8,42.5,32.6,
,060,,Guilford School District,2011-12,222,,5.4,17.1,77.5,
,062,,Hamden School District,2011-12,435,,23.4,37.2,39.3,
,063,,Hampton School District,2011-12,14,,21.4,50,28.6,
,064,,Hartford School District,2011-12,"1,766",,32.2,42.1,25.7,
,065,,Hartland School District,2011-12,19,,0,0,100,
,067,,Hebron School District,2011-12,119,,13.4,39.5,47.1,
,264,,Integrated Day Charter School District,2011-12,33,,18.2,30.3,51.5,
,261,,Jumoke Academy District,2011-12,47,,36.2,40.4,23.4,
,068,,Kent School District,2011-12,30,,10,43.3,46.7,
,069,,Killingly School District,2011-12,185,,24.3,48.6,27,
,245,,Learn,2011-12,255,,18.4,41.2,40.4,
,071,,Lebanon School District,2011-12,70,,18.6,72.9,8.6,
,072,,Ledyard School District,2011-12,172,,17.4,44.8,37.8,
,073,,Lisbon School District,2011-12,27,,11.1,18.5,70.4,
,074,,Litchfield School District,2011-12,74,,28.4,51.4,20.3,
,076,,Madison School District,2011-12,142,,10.6,48.6,40.8,
,077,,Manchester School District,2011-12,494,,37.7,47.8,14.6,
,078,,Mansfield School District,2011-12,135,,13.3,42.2,44.4,
,079,,Marlborough School District,2011-12,91,,11,27.5,61.5,
,080,,Meriden School District,2011-12,651,,29.8,34.1,36.1,
,083,,Middletown School District,2011-12,419,,25.3,39.1,35.6,
,084,,Milford School District,2011-12,427,,9.8,28.8,61.4,
,085,,Monroe School District,2011-12,168,,9.5,44,46.4,
,086,,Montville School District,2011-12,136,,18.4,27.9,53.7,
,088,,Naugatuck School District,2011-12,356,,25.6,41.6,32.9,
,280,,"New Beginnings Inc., Family Academy District",2011-12,43,,11.6,58.1,30.2,
