District ID,District Name,School Year,ELL Status,Total Enrollment ,Students Tested ,Percent Tested ,Percent Absent ,Percent Other ,Below Basic ,Basic ,Proficient ,Goal ,Advanced ,Average Scale Score ,Percent at or Above Goal ,Percent at or Above Proficient 
126,Shelton School District,2010-11,No,435,424,97.5,1.6,0.9,3.3,4.5,13,60.8,18.4,255.8,79.2,92.2
126,Shelton School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
127,Sherman School District,2010-11,No,58,58,100,0,0,1.7,6.9,10.3,50,31,265.9,81,91.4
270,Side By Side Community School District,2010-11,No,20,20,100,0,0,5,60,10,25,0,213.7,25,35
128,Simsbury School District,2010-11,No,401,398,99.3,0,0.7,1.8,3.8,8.8,47.5,38.2,273.7,85.7,94.5
128,Simsbury School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
129,Somers School District,2010-11,No,133,130,97.7,0,2.3,0.8,3.1,13.1,56.2,26.9,263,83.1,96.2
129,Somers School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
132,South Windsor School District,2010-11,No,385,377,97.9,0,2.1,1.3,4,15.4,49.1,30.2,264.2,79.3,94.7
132,South Windsor School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
131,Southington School District,2010-11,No,532,524,98.5,0,1.5,4.2,5.3,11.8,55.2,23.5,259.7,78.6,90.5
131,Southington School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
133,Sprague School District,2010-11,No,27,27,100,0,0,3.7,0,11.1,59.3,25.9,262.3,85.2,96.3
134,Stafford School District,2010-11,No,114,113,99.1,0,0.9,1.8,5.3,7.1,36.3,49.6,281.6,85.8,92.9
135,Stamford School District,2010-11,No,933,919,98.5,0.2,1.3,8.3,11.1,19.4,48.1,13.2,243.8,61.3,80.6
135,Stamford School District,2010-11,Yes,117,99,84.6,0.9,14.5,35.4,24.2,32.3,7.1,1,201.8,8.1,40.4
136,Sterling School District,2010-11,No,51,50,98,0,2,8,6,30,42,14,243.2,56,86
137,Stonington School District,2010-11,No,208,204,98.1,0.5,1.4,6.4,5.4,11.8,57.4,19.1,255.3,76.5,88.2
138,Stratford School District,2010-11,No,559,552,98.7,0.2,1.1,5.3,12,22.3,44.6,15.9,245.6,60.5,82.8
138,Stratford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
139,Suffield School District,2010-11,No,207,207,100,0,0,2.9,3.9,15,43.5,34.8,265.5,78.3,93.2
269,The Bridge Academy District,2010-11,No,49,49,100,0,0,10.2,20.4,14.3,51,4.1,229.4,55.1,69.4
269,The Bridge Academy District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
140,Thomaston School District,2010-11,No,94,94,100,0,0,6.4,6.4,9.6,59.6,18.1,254.6,77.7,87.2
141,Thompson School District,2010-11,No,114,114,100,0,0,7.9,15.8,16.7,46.5,13.2,240.9,59.6,76.3
142,Tolland School District,2010-11,No,248,246,99.2,0.4,0.4,2.4,0.8,9.8,45.5,41.5,275.3,87,96.7
142,Tolland School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
143,Torrington School District,2010-11,No,368,355,96.5,0.5,3,9.6,15.5,18.6,42.5,13.8,241.1,56.3,74.9
143,Torrington School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
278,Trailblazers Academy District,2010-11,No,56,54,96.4,0,3.6,25.9,38.9,20.4,13,1.9,204.4,14.8,35.2
144,Trumbull School District,2010-11,No,558,549,98.4,0.2,1.4,1.8,2.6,8.9,46.6,40.1,275.4,86.7,95.6
145,Union School District,2010-11,No,**,**,**,**,**,**,**,**,**,**,**,**,**
146,Vernon School District,2010-11,No,274,267,97.4,0.4,2.2,13.5,14.6,19.9,34.1,18,241.1,52.1,71.9
146,Vernon School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
147,Voluntown School District,2010-11,No,31,31,100,0,0,3.2,6.5,12.9,45.2,32.3,261.1,77.4,90.3
148,Wallingford School District,2010-11,No,511,505,98.8,0,1.2,6.5,11.5,16.6,52.3,13.1,244,65.3,82
148,Wallingford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
151,Waterbury School District,2010-11,No,1241,1184,95.4,2.3,2.3,14.1,18.1,26,37.5,4.3,225.7,41.8,67.8
151,Waterbury School District,2010-11,Yes,178,136,76.4,5.6,18,42.6,27.9,20.6,8.8,0,191.8,8.8,29.4
152,Waterford School District,2010-11,No,236,235,99.6,0,0.4,1.7,4.7,12.3,44.7,36.6,272,81.3,93.6
152,Waterford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
153,Watertown School District,2010-11,No,256,246,96.1,0.4,3.5,3.7,7.3,11.4,49.6,28,260.8,77.6,89
