District ID,District Name,School Year,ELL Status,Total Enrollment ,Students Tested ,Percent Tested ,Percent Absent ,Percent Other ,Below Basic ,Basic ,Proficient ,Goal ,Advanced ,Average Scale Score ,Percent at or Above Goal ,Percent at or Above Proficient 
95,New London School District,2010-11,Yes,31,26,83.9,0,16.1,53.8,23.1,15.4,7.7,0,193.4,7.7,23.1
96,New Milford School District,2010-11,No,386,363,94,0.3,5.7,8.3,6.6,11.6,44.6,28.9,260.4,73.6,85.1
96,New Milford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
94,Newington School District,2010-11,No,349,334,95.7,0,4.3,4.2,4.5,7.5,46.1,37.7,269.9,83.8,91.3
94,Newington School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
97,Newtown School District,2010-11,No,461,452,98,0,2,2.4,1.3,4,42.7,49.6,282.9,92.3,96.2
99,North Branford School District,2010-11,No,222,216,97.3,0.5,2.3,4.6,6,10.2,51.9,27.3,260.7,79.2,89.4
99,North Branford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
100,North Canaan School District,2010-11,No,29,29,100,0,0,0,6.9,10.3,48.3,34.5,261.8,82.8,93.1
101,North Haven School District,2010-11,No,296,280,94.6,0,5.4,7.9,5,4.3,45,37.9,266.7,82.9,87.1
102,North Stonington School District,2010-11,No,60,57,95,0,5,3.5,5.3,5.3,45.6,40.4,271,86,91.2
102,North Stonington School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
103,Norwalk School District,2010-11,No,771,733,95.1,1.2,3.8,13,7.2,9.1,44.5,26.2,254.6,70.7,79.8
103,Norwalk School District,2010-11,Yes,61,52,85.2,1.6,13.1,61.5,23.1,7.7,7.7,0,198.3,7.7,15.4
104,Norwich School District,2010-11,No,336,317,94.3,0.6,5.1,15.1,11.4,11.7,44.2,17.7,244.3,61.8,73.5
104,Norwich School District,2010-11,Yes,37,30,81.1,0,18.9,80,13.3,3.3,3.3,0,185.7,3.3,6.7
