District ID,District Name,School Year,FRL Status,Total Enrollment ,Students Tested ,Percent Tested ,Percent Absent ,Percent Other ,Below Basic ,Basic ,Proficient ,Goal ,Advanced ,Average Scale Score ,Percent at or Above Goal ,Percent at or Above Proficient 
80,Meriden School District,2010-11,Free,312,246,78.8,4.8,16.3,14.6,20.3,32.1,27.2,5.7,228.6,32.9,65
80,Meriden School District,2010-11,Other,220,202,91.8,4.1,4.1,3,8.9,20.8,40.6,26.7,263.2,67.3,88.1
80,Meriden School District,2010-11,Reduced,62,56,90.3,1.6,8.1,5.4,17.9,30.4,39.3,7.1,238.4,46.4,76.8
83,Middletown School District,2010-11,Free,130,120,92.3,3.1,4.6,18.3,20,27.5,25.8,8.3,228.7,34.2,61.7
83,Middletown School District,2010-11,Other,210,202,96.2,0.5,3.3,5.4,4,24.3,45,21.3,258,66.3,90.6
83,Middletown School District,2010-11,Reduced,25,25,100,0,0,16,16,28,28,12,233.5,40,68
84,Milford School District,2010-11,Free,79,70,88.6,2.5,8.9,4.3,4.3,34.3,37.1,20,253.2,57.1,91.4
84,Milford School District,2010-11,Other,468,453,96.8,0.9,2.4,0.7,4.4,13.7,38.9,42.4,277.7,81.2,94.9
84,Milford School District,2010-11,Reduced,31,28,90.3,3.2,6.5,0,0,21.4,42.9,35.7,280.6,78.6,100
85,Monroe School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
85,Monroe School District,2010-11,Other,308,298,96.8,0,3.2,0,1,9.4,39.6,50,284.8,89.6,99
85,Monroe School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
86,Montville School District,2010-11,Free,40,38,95,0,5,15.8,15.8,26.3,39.5,2.6,231.1,42.1,68.4
86,Montville School District,2010-11,Other,163,154,94.5,0,5.5,2.6,5.8,20.1,42.2,29.2,264.1,71.4,91.6
86,Montville School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
88,Naugatuck School District,2010-11,Free,131,117,89.3,6.9,3.8,13.7,21.4,32.5,23.9,8.5,228.8,32.5,65
88,Naugatuck School District,2010-11,Other,217,208,95.9,0.5,3.7,10.1,13,17.3,42.3,17.3,249.1,59.6,76.9
88,Naugatuck School District,2010-11,Reduced,44,42,95.5,2.3,2.3,7.1,11.9,19,47.6,14.3,247.8,61.9,81
280,"New Beginnings Inc., Family Academy District",2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
280,"New Beginnings Inc., Family Academy District",2010-11,Other,**,**,**,**,**,**,**,**,**,**,**,**,**
89,New Britain School District,2010-11,Free,480,431,89.8,0.6,9.6,32,28.1,24.8,11.4,3.7,209.1,15.1,39.9
89,New Britain School District,2010-11,Other,188,173,92,0.5,7.4,22.5,24.9,23.7,20.8,8.1,222.4,28.9,52.6
89,New Britain School District,2010-11,Reduced,50,50,100,0,0,22,18,16,28,16,234.5,44,60
