District ID,District Name,School Year,FRL Status,Total Enrollment ,Students Tested ,Percent Tested ,Percent Absent ,Percent Other ,Below Basic ,Basic ,Proficient ,Goal ,Advanced ,Average Scale Score ,Percent at or Above Goal ,Percent at or Above Proficient 
63,Hampton School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
63,Hampton School District,2010-11,Other,**,**,**,**,**,**,**,**,**,**,**,**,**
63,Hampton School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
64,Hartford School District,2010-11,Free,1480,1283,86.7,0.4,12.9,34,15.8,19.2,26.5,4.6,215.4,31.1,50.3
64,Hartford School District,2010-11,Other,41,37,90.2,0,9.8,2.7,8.1,13.5,45.9,29.7,259.2,75.7,89.2
64,Hartford School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
65,Hartland School District,2010-11,Other,21,20,95.2,0,4.8,5,15,20,40,20,242.3,60,80
67,Hebron School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
67,Hebron School District,2010-11,Other,153,151,98.7,0,1.3,5.3,3.3,8.6,49,33.8,263.7,82.8,91.4
67,Hebron School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
286,Highville Charter School District,2010-11,Free,22,22,100,0,0,27.3,13.6,27.3,27.3,4.5,220,31.8,59.1
286,Highville Charter School District,2010-11,Other,**,**,**,**,**,**,**,**,**,**,**,**,**
286,Highville Charter School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
264,Integrated Day Charter School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
264,Integrated Day Charter School District,2010-11,Other,24,23,95.8,0,4.2,21.7,26.1,17.4,26.1,13,228.4,39.1,56.5
264,Integrated Day Charter School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
261,Jumoke Academy District,2010-11,Free,22,22,100,0,0,0,4.5,27.3,45.5,22.7,254,68.2,95.5
261,Jumoke Academy District,2010-11,Other,**,**,**,**,**,**,**,**,**,**,**,**,**
261,Jumoke Academy District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
68,Kent School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
68,Kent School District,2010-11,Other,24,23,95.8,0,4.2,0,0,8.7,52.2,39.1,268.7,91.3,100
69,Killingly School District,2010-11,Free,70,69,98.6,0,1.4,13,11.6,26.1,44.9,4.3,233.1,49.3,75.4
69,Killingly School District,2010-11,Other,103,99,96.1,0,3.9,14.1,8.1,10.1,46.5,21.2,248.1,67.7,77.8
69,Killingly School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
245,Learn,2010-11,Free,23,21,91.3,0,8.7,28.6,9.5,23.8,38.1,0,223.4,38.1,61.9
245,Learn,2010-11,Other,56,56,100,0,0,10.7,8.9,14.3,44.6,21.4,249.1,66.1,80.4
245,Learn,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
71,Lebanon School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
71,Lebanon School District,2010-11,Other,77,77,100,0,0,20.8,6.5,14.3,44.2,14.3,235.8,58.4,72.7
71,Lebanon School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
72,Ledyard School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
72,Ledyard School District,2010-11,Other,151,141,93.4,0,6.6,7.8,10.6,14.2,39,28.4,255.5,67.4,81.6
72,Ledyard School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
73,Lisbon School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
73,Lisbon School District,2010-11,Other,31,30,96.8,0,3.2,13.3,6.7,23.3,50,6.7,237,56.7,80
74,Litchfield School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
74,Litchfield School District,2010-11,Other,79,77,97.5,0,2.5,6.5,9.1,16.9,57.1,10.4,246.1,67.5,84.4
74,Litchfield School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
76,Madison School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
76,Madison School District,2010-11,Other,245,238,97.1,0,2.9,1.7,4.2,7.6,52.1,34.5,267.9,86.6,94.1
76,Madison School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
77,Manchester School District,2010-11,Free,206,172,83.5,0,16.5,20.9,10.5,27.9,30.2,10.5,230.3,40.7,68.6
77,Manchester School District,2010-11,Other,230,216,93.9,0,6.1,10.6,4.6,18.1,45.8,20.8,251.1,66.7,84.7
77,Manchester School District,2010-11,Reduced,46,42,91.3,0,8.7,16.7,14.3,11.9,42.9,14.3,237.7,57.1,69
78,Mansfield School District,2010-11,Free,22,21,95.5,0,4.5,23.8,0,14.3,42.9,19,236,61.9,76.2
78,Mansfield School District,2010-11,Other,105,100,95.2,0,4.8,6,8,10,47,29,256.4,76,86
78,Mansfield School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
79,Marlborough School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
79,Marlborough School District,2010-11,Other,84,83,98.8,0,1.2,2.4,6,7.2,51.8,32.5,262.4,84.3,91.6
79,Marlborough School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
80,Meriden School District,2010-11,Free,413,370,89.6,1.5,9,43.5,13,16.8,24.1,3,209.1,27,43.8
80,Meriden School District,2010-11,Other,186,175,94.1,1.1,4.8,18.9,6.9,14.3,44,16,239.9,60,74.3
80,Meriden School District,2010-11,Reduced,83,77,92.8,2.4,4.8,15.6,7.8,26,35.1,16.9,236,51.9,77.9
83,Middletown School District,2010-11,Free,145,138,95.2,0,4.8,33.3,13.8,18.8,30.4,3.6,217,34.1,52.9
83,Middletown School District,2010-11,Other,236,232,98.3,0,1.7,9.1,12.1,12.5,42.7,23.7,250.9,66.4,78.9
83,Middletown School District,2010-11,Reduced,25,25,100,0,0,12,12,20,44,12,240.1,56,76
84,Milford School District,2010-11,Free,55,51,92.7,0,7.3,25.5,5.9,11.8,47.1,9.8,234.1,56.9,68.6
84,Milford School District,2010-11,Other,411,403,98.1,0.2,1.7,9.4,5.7,15.1,53.3,16.4,248.8,69.7,84.9
84,Milford School District,2010-11,Reduced,28,28,100,0,0,21.4,14.3,0,46.4,17.9,238.3,64.3,64.3
85,Monroe School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
85,Monroe School District,2010-11,Other,212,206,97.2,0,2.8,1.5,2.9,10.2,60.7,24.8,261.7,85.4,95.6
85,Monroe School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
86,Montville School District,2010-11,Free,65,62,95.4,0,4.6,29,14.5,17.7,37.1,1.6,221.5,38.7,56.5
86,Montville School District,2010-11,Other,114,110,96.5,0,3.5,13.6,7.3,11.8,50.9,16.4,245.6,67.3,79.1
86,Montville School District,2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
88,Naugatuck School District,2010-11,Free,97,93,95.9,0,4.1,34.4,14,19.4,26.9,5.4,214,32.3,51.6
88,Naugatuck School District,2010-11,Other,181,178,98.3,0,1.7,18,7.3,18.5,43.3,12.9,236.3,56.2,74.7
88,Naugatuck School District,2010-11,Reduced,38,38,100,0,0,31.6,13.2,15.8,31.6,7.9,216.5,39.5,55.3
280,"New Beginnings Inc., Family Academy District",2010-11,Free,33,30,90.9,0,9.1,56.7,13.3,13.3,16.7,0,203.9,16.7,30
280,"New Beginnings Inc., Family Academy District",2010-11,Other,**,**,**,**,**,**,**,**,**,**,**,**,**
280,"New Beginnings Inc., Family Academy District",2010-11,Reduced,**,**,**,**,**,**,**,**,**,**,**,**,**
89,New Britain School District,2010-11,Free,518,439,84.7,0.4,14.9,50.8,13.2,18.5,15.5,2.3,199.3,17.8,36.2
89,New Britain School District,2010-11,Other,190,171,90,1.1,8.9,25.7,15.8,24.6,25.1,8.8,222.7,33.9,58.5
89,New Britain School District,2010-11,Reduced,66,62,93.9,0,6.1,40.3,16.1,16.1,27.4,0,209.4,27.4,43.5
90,New Canaan School District,2010-11,Other,318,309,97.2,0,2.8,2.6,1.9,4.5,39.5,51.5,277.6,90.9,95.5
91,New Fairfield School District,2010-11,Free,**,**,**,**,**,**,**,**,**,**,**,**,**
91,New Fairfield School District,2010-11,Other,175,171,97.7,0,2.3,8.2,8.2,18.1,41.5,24,251.6,65.5,83.6
