Inst,dist,District Name,School,School Name,Grade,Total,% of Non-White,American Indian,Asian American,Black,White,Hispanic,Pacific Islander,Two or More races,,IndianM,IndianF,AsianM,AsianF,BlackM,BlackF,WhiteM,WhiteF,HispM,HispF,PaciM,PaciF,MultiM,MultiF,TotalM,TotalF,,Eligible for Free or Reduced Price Lunch,Special Education,English Language Learner
11,57,Greenwich School District,6,New Lebanon School,2,47,31,0,*,*,16,26,0,*,,0,0,0,*,*,*,10,6,14,12,0,0,*,0,26,21,,25,6,9
11,57,Greenwich School District,6,New Lebanon School,3,38,28,0,*,*,10,25,0,0,,0,0,*,0,*,0,6,*,18,7,0,0,0,0,27,11,,27,*,6
11,57,Greenwich School District,6,New Lebanon School,4,38,25,0,*,*,13,20,0,*,,0,0,0,*,0,*,6,7,13,7,0,0,*,0,21,17,,21,6,7
11,57,Greenwich School District,6,New Lebanon School,5,46,29,0,0,*,17,25,0,0,,0,0,0,0,*,*,9,8,15,10,0,0,0,0,26,20,,29,7,10
11,57,Greenwich School District,7,North Mianus School,0,84,22,0,10,0,62,7,0,*,,0,0,8,*,0,0,33,29,*,*,0,0,*,*,47,37,,0,*,7
11,57,Greenwich School District,7,North Mianus School,1,71,23,0,11,*,48,10,0,*,,0,0,7,*,*,0,27,21,7,*,0,0,0,*,42,29,,*,6,8
11,57,Greenwich School District,7,North Mianus School,2,76,23,0,9,*,53,12,0,*,,0,0,*,6,*,0,26,27,6,6,0,0,0,*,36,40,,*,10,*
11,57,Greenwich School District,7,North Mianus School,3,81,19,0,11,*,62,6,0,*,,0,0,*,6,*,0,28,34,*,*,0,0,0,*,36,45,,*,11,*
11,57,Greenwich School District,7,North Mianus School,4,77,25,*,13,*,52,10,0,0,,*,0,*,9,*,0,24,28,7,*,0,0,0,0,37,40,,*,10,6
11,57,Greenwich School District,7,North Mianus School,5,76,17,0,6,*,59,7,0,*,,0,0,*,*,*,*,37,22,*,*,0,0,0,*,45,31,,*,10,*
11,57,Greenwich School District,8,North Street School,-3,27,17,0,*,*,10,10,0,*,,0,0,*,*,*,0,7,*,*,6,0,0,0,*,15,12,,*,6,0
11,57,Greenwich School District,8,North Street School,0,50,15,0,*,*,35,*,0,*,,0,0,*,*,*,0,22,13,*,*,0,0,*,*,30,20,,*,*,*
11,57,Greenwich School District,8,North Street School,1,67,16,0,*,*,51,6,0,*,,0,0,*,*,*,0,29,22,*,*,0,0,*,*,36,31,,*,*,*
11,57,Greenwich School District,8,North Street School,2,73,20,0,9,0,53,*,0,8,,0,0,0,9,0,0,27,26,*,*,0,0,*,*,32,41,,*,*,*
11,57,Greenwich School District,8,North Street School,3,64,16,*,*,*,48,6,0,*,,0,*,*,*,*,0,24,24,*,*,0,0,*,0,35,29,,0,*,*
11,57,Greenwich School District,8,North Street School,4,66,15,0,*,*,51,*,0,*,,0,0,*,*,*,0,26,25,*,0,0,0,*,*,36,30,,*,*,*
11,57,Greenwich School District,8,North Street School,5,67,20,*,6,*,47,7,0,*,,*,0,*,*,*,0,22,25,*,*,0,0,*,*,35,32,,*,*,*
11,57,Greenwich School District,9,Old Greenwich School,-3,28,12,0,*,0,16,7,0,*,,0,0,*,0,0,0,11,*,*,*,0,0,*,*,18,10,,*,8,0
11,57,Greenwich School District,9,Old Greenwich School,0,63,9,0,*,0,54,*,0,*,,0,0,*,*,0,0,30,24,*,0,0,0,*,*,36,27,,*,*,*
11,57,Greenwich School District,9,Old Greenwich School,1,57,8,0,*,0,49,*,0,*,,0,0,*,*,0,0,23,26,*,*,0,0,0,*,27,30,,0,*,*
11,57,Greenwich School District,9,Old Greenwich School,2,74,10,0,*,*,64,7,0,*,,0,0,*,0,*,0,25,39,*,*,0,0,*,0,32,42,,*,*,*
11,57,Greenwich School District,9,Old Greenwich School,3,69,14,0,6,0,55,6,0,*,,0,0,*,*,0,0,27,28,*,*,0,0,*,*,34,35,,*,*,*
11,57,Greenwich School District,9,Old Greenwich School,4,74,12,0,*,*,62,*,0,*,,0,0,*,*,*,0,33,29,*,*,0,0,*,*,38,36,,*,8,*
11,57,Greenwich School District,9,Old Greenwich School,5,58,6,0,*,0,52,*,0,*,,0,0,*,0,0,0,28,24,*,0,0,0,*,*,33,25,,*,*,0
11,57,Greenwich School District,10,Riverside School,0,64,14,0,7,0,50,7,0,0,,0,0,*,*,0,0,29,21,6,*,0,0,0,0,38,26,,0,*,*
11,57,Greenwich School District,10,Riverside School,1,72,14,0,*,0,58,7,0,*,,0,0,*,*,0,0,29,29,*,*,0,0,*,0,36,36,,*,*,*
11,57,Greenwich School District,10,Riverside School,2,90,23,*,7,0,67,14,0,*,,0,*,*,*,0,0,42,25,9,*,0,0,0,*,55,35,,0,*,8
11,57,Greenwich School District,10,Riverside School,3,82,22,0,7,0,60,14,0,*,,0,0,*,*,0,0,31,29,7,7,0,0,*,0,42,40,,*,*,9
11,57,Greenwich School District,10,Riverside School,4,87,14,0,*,0,73,9,0,*,,0,0,*,0,0,0,37,36,*,*,0,0,*,*,44,43,,*,*,8
11,57,Greenwich School District,10,Riverside School,5,87,25,0,7,0,62,15,0,*,,0,0,*,*,0,0,38,24,10,*,0,0,*,*,55,32,,*,*,6
11,57,Greenwich School District,11,Parkway School,-3,32,*,*,*,0,27,*,0,0,,*,*,0,*,0,0,16,11,0,*,0,0,0,0,17,15,,*,*,0
11,57,Greenwich School District,11,Parkway School,0,42,10,0,*,*,32,*,0,0,,0,0,*,*,*,0,22,10,*,*,0,0,0,0,26,16,,0,*,*
11,57,Greenwich School District,11,Parkway School,1,23,*,0,0,0,21,*,0,0,,0,0,0,0,0,0,11,10,0,*,0,0,0,0,11,12,,*,*,*
11,57,Greenwich School District,11,Parkway School,2,43,9,0,*,*,34,6,0,*,,0,0,*,0,0,*,18,16,*,*,0,0,*,0,24,19,,0,*,0
11,57,Greenwich School District,11,Parkway School,3,40,7,0,*,0,33,*,0,0,,0,0,*,0,0,0,17,16,*,*,0,0,0,0,22,18,,0,*,*
11,57,Greenwich School District,11,Parkway School,4,41,*,0,*,0,36,*,0,*,,0,0,*,*,0,0,17,19,*,0,0,0,*,0,21,20,,0,*,*
11,57,Greenwich School District,11,Parkway School,5,50,7,0,*,0,43,*,0,*,,0,0,*,0,0,0,29,14,*,0,0,0,*,*,35,15,,0,*,0
11,57,Greenwich School District,13,International School At Dundee,0,61,24,0,*,*,37,6,0,8,,0,0,*,*,*,*,16,21,*,*,0,0,6,*,28,33,,*,*,*
11,57,Greenwich School District,13,International School At Dundee,1,62,32,0,14,*,30,12,0,*,,0,0,6,8,*,*,13,17,*,7,0,0,*,*,27,35,,6,*,*
11,57,Greenwich School District,13,International School At Dundee,2,58,29,0,10,*,29,14,0,*,,0,0,*,6,*,*,9,20,*,11,0,0,0,*,17,41,,*,*,*
11,57,Greenwich School District,13,International School At Dundee,3,66,21,0,7,*,45,10,*,*,,0,0,*,*,*,*,25,20,*,*,0,*,0,*,34,32,,*,*,*
11,57,Greenwich School District,13,International School At Dundee,4,64,21,0,6,0,43,11,0,*,,0,0,*,*,0,0,21,22,7,*,0,0,*,*,36,28,,*,7,*
11,57,Greenwich School District,13,International School At Dundee,5,58,26,0,16,*,32,7,0,*,,0,0,7,9,*,0,14,18,*,6,0,0,*,0,25,33,,6,6,0
11,57,Greenwich School District,51,Central Middle School,6,186,51,0,18,*,135,22,0,8,,0,0,8,10,*,*,70,65,12,10,0,0,*,6,94,92,,26,18,7
11,57,Greenwich School District,51,Central Middle School,7,206,57,0,17,10,149,25,0,*,,0,0,10,7,*,8,74,75,15,10,0,0,*,*,104,102,,23,24,*
11,57,Greenwich School District,51,Central Middle School,8,207,55,0,20,7,152,23,0,*,,0,0,14,6,*,*,81,71,11,12,0,0,*,*,112,95,,23,27,*
11,57,Greenwich School District,52,Eastern Middle School,6,287,65,0,20,*,222,30,*,13,,0,0,12,8,*,0,115,107,16,14,0,*,6,7,150,137,,18,22,8
11,57,Greenwich School District,52,Eastern Middle School,7,238,59,0,28,*,179,24,0,*,,0,0,16,12,*,*,74,105,13,11,0,0,*,*,107,131,,7,23,11
11,57,Greenwich School District,52,Eastern Middle School,8,257,56,*,19,0,201,31,0,*,,*,0,11,8,0,0,101,100,18,13,0,0,*,*,133,124,,8,24,*
11,57,Greenwich School District,53,Western Middle School,6,187,89,*,14,9,98,61,0,*,,*,0,8,6,*,6,54,44,31,30,0,0,*,*,99,88,,70,28,11
11,57,Greenwich School District,53,Western Middle School,7,150,88,0,11,16,62,60,0,*,,0,0,*,7,7,9,39,23,30,30,0,0,*,0,81,69,,73,25,16
11,57,Greenwich School District,53,Western Middle School,8,167,66,0,8,9,101,47,0,*,,0,0,*,*,*,*,50,51,24,23,0,0,*,*,82,85,,52,22,*
11,57,Greenwich School District,61,Greenwich High School,9,655,196,0,47,32,459,106,0,11,,0,0,22,25,17,15,229,230,56,50,0,0,9,*,333,322,,102,77,30
11,57,Greenwich School District,61,Greenwich High School,10,659,191,*,47,18,468,118,0,7,,0,*,23,24,9,9,232,236,62,56,0,0,*,*,329,330,,92,80,31
11,57,Greenwich School District,61,Greenwich High School,11,674,198,*,44,23,476,115,*,13,,*,*,27,17,14,9,245,231,48,67,0,*,6,7,341,333,,101,81,21
11,57,Greenwich School District,61,Greenwich High School,12,690,171,0,45,21,519,99,0,6,,0,0,26,19,12,9,282,237,46,53,0,0,*,*,369,321,,78,94,*
11,58,Griswold School District,3,Griswold Elementary School,-3,84,12,*,*,*,72,*,0,*,,*,0,*,*,0,*,37,35,*,*,0,0,*,0,45,39,,21,22,*
11,58,Griswold School District,3,Griswold Elementary School,-2,140,34,*,*,*,106,8,0,16,,*,*,*,*,*,*,57,49,*,*,0,0,7,9,73,67,,42,7,*
11,58,Griswold School District,3,Griswold Elementary School,0,*,*,0,0,0,*,*,0,0,,0,0,0,0,0,0,*,0,*,0,0,0,0,0,*,0,,*,*,0
11,58,Griswold School District,3,Griswold Elementary School,1,145,17,0,*,*,128,*,0,8,,0,0,*,0,*,0,72,56,*,*,0,0,*,*,80,65,,39,14,*
11,58,Griswold School District,3,Griswold Elementary School,2,115,28,*,*,7,87,11,*,*,,0,*,*,*,*,*,50,37,*,8,0,*,*,*,57,58,,43,13,*
11,58,Griswold School District,3,Griswold Elementary School,3,120,17,*,*,*,103,8,0,*,,*,*,*,*,*,*,51,52,*,*,0,0,0,*,59,61,,40,17,*
11,58,Griswold School District,3,Griswold Elementary School,4,140,25,7,*,*,115,6,0,*,,*,*,*,*,*,*,60,55,*,*,0,0,*,*,69,71,,55,22,*
11,58,Griswold School District,51,Griswold Middle School,5,140,28,*,6,10,112,10,0,*,,0,*,*,*,*,7,57,55,7,*,0,0,0,*,69,71,,53,16,*
11,58,Griswold School District,51,Griswold Middle School,6,136,18,0,*,*,118,8,*,*,,0,0,*,0,*,0,62,56,*,*,0,*,*,*,73,63,,50,20,0
11,58,Griswold School District,51,Griswold Middle School,7,161,23,*,*,7,138,8,0,*,,*,0,*,*,*,*,66,72,*,*,0,0,0,*,78,83,,54,22,*
11,58,Griswold School District,51,Griswold Middle School,8,148,15,0,*,*,133,7,0,*,,0,0,*,*,*,*,70,63,*,*,0,0,0,*,77,71,,43,15,*
11,58,Griswold School District,62,Griswold High School,9,160,19,*,*,*,141,9,0,*,,*,0,*,*,*,*,82,59,*,*,0,0,*,0,94,66,,51,21,0
11,58,Griswold School District,62,Griswold High School,10,151,17,*,*,*,134,7,0,*,,0,*,*,*,*,*,64,70,*,*,0,0,*,*,70,81,,45,26,0
11,58,Griswold School District,62,Griswold High School,11,157,14,*,*,*,143,*,0,*,,*,*,*,0,*,*,69,74,*,*,0,0,0,*,78,79,,44,22,0
11,58,Griswold School District,62,Griswold High School,12,156,25,*,7,*,131,9,0,*,,*,*,6,*,*,*,53,78,*,*,0,0,*,*,68,88,,29,14,0
11,59,Groton School District,1,S. B. Butler School,-3,66,37,0,11,7,29,12,0,7,,0,0,*,6,6,*,17,12,6,6,0,0,*,*,38,28,,23,17,0
11,59,Groton School District,1,S. B. Butler School,0,38,11,0,0,*,27,*,0,*,,0,0,0,0,*,*,13,14,*,*,0,0,*,*,18,20,,9,*,0
11,59,Groton School District,1,S. B. Butler School,1,50,11,0,0,*,39,*,0,*,,0,0,0,0,*,*,11,28,*,0,0,0,*,*,19,31,,13,11,0
11,59,Groton School District,1,S. B. Butler School,2,35,6,0,0,0,29,*,0,*,,0,0,0,0,0,0,17,12,*,*,0,0,*,*,21,14,,6,12,0
11,59,Groton School District,1,S. B. Butler School,3,56,8,*,*,*,48,0,0,0,,*,0,0,*,*,*,36,12,0,0,0,0,0,0,39,17,,6,9,0
11,59,Groton School District,1,S. B. Butler School,4,61,14,*,*,*,47,*,0,*,,*,0,*,*,*,*,21,26,*,*,0,0,*,0,26,35,,7,6,*
11,59,Groton School District,1,S. B. Butler School,5,46,6,0,*,*,40,*,0,0,,0,0,*,*,*,*,15,25,*,0,0,0,0,0,19,27,,*,*,0
11,59,Groton School District,3,Claude Chester School,0,46,30,0,8,*,16,12,0,6,,0,0,*,*,*,*,*,11,*,7,0,0,*,*,19,27,,22,*,0
11,59,Groton School District,3,Claude Chester School,1,53,32,*,11,*,21,12,0,*,,*,0,6,*,*,*,7,14,7,*,0,0,*,*,24,29,,23,9,*
11,59,Groton School District,3,Claude Chester School,2,52,35,0,7,8,17,16,0,*,,0,0,*,*,*,*,10,7,9,7,0,0,0,*,27,25,,32,9,*
11,59,Groton School District,3,Claude Chester School,3,40,26,0,11,8,14,6,0,*,,0,0,8,*,*,*,7,7,*,*,0,0,0,*,22,18,,28,*,*
11,59,Groton School District,3,Claude Chester School,4,44,23,*,*,*,21,10,*,0,,*,*,*,*,*,*,14,7,6,*,0,*,0,0,25,19,,29,*,*
11,59,Groton School District,3,Claude Chester School,5,115,72,*,10,16,43,37,*,7,,0,*,*,7,6,10,22,21,18,19,0,*,*,*,54,61,,80,20,9
11,59,Groton School District,12,Pleasant Valley School,0,67,26,0,*,*,41,11,0,8,,0,0,*,*,0,*,26,15,7,*,0,0,*,*,38,29,,27,7,0
11,59,Groton School District,12,Pleasant Valley School,1,60,20,*,*,*,40,7,0,*,,0,*,*,*,*,*,26,14,*,*,0,0,*,*,34,26,,24,7,0
11,59,Groton School District,12,Pleasant Valley School,2,61,24,0,*,*,37,13,0,6,,0,0,*,*,*,*,17,20,6,7,0,0,*,*,27,34,,31,8,*
11,59,Groton School District,12,Pleasant Valley School,3,38,16,*,6,*,22,*,*,*,,*,0,*,*,0,*,15,7,*,*,0,*,*,0,22,16,,12,*,0
11,59,Groton School District,12,Pleasant Valley School,4,59,31,*,*,7,28,13,0,*,,*,0,*,*,*,*,15,13,7,6,0,0,*,*,31,28,,29,6,*
11,59,Groton School District,12,Pleasant Valley School,5,55,23,*,*,*,32,11,0,*,,*,0,*,*,*,*,15,17,7,*,0,0,*,*,29,26,,19,*,0
11,59,Groton School District,17,Mary Morrisson School,-3,41,18,0,*,*,23,6,0,6,,0,0,*,*,*,0,13,10,*,*,0,0,*,*,21,20,,12,11,0
11,59,Groton School District,17,Mary Morrisson School,0,73,22,0,*,*,51,13,0,*,,0,0,*,*,*,*,25,26,8,*,0,0,*,*,37,36,,29,12,0
11,59,Groton School District,17,Mary Morrisson School,1,62,17,0,0,*,45,7,0,7,,0,0,0,0,*,0,21,24,*,*,0,0,*,*,31,31,,23,9,0
11,59,Groton School District,17,Mary Morrisson School,2,54,19,*,0,8,35,8,0,*,,0,*,0,0,6,*,20,15,*,*,0,0,*,0,32,22,,29,9,0
11,59,Groton School District,17,Mary Morrisson School,3,58,25,0,*,8,33,14,0,*,,0,0,*,0,*,7,15,18,8,6,0,0,*,*,26,32,,28,15,0
11,59,Groton School District,17,Mary Morrisson School,4,37,11,0,*,*,26,*,0,*,,0,0,0,*,*,*,12,14,*,*,0,0,*,0,18,19,,22,*,0
11,59,Groton School District,17,Mary Morrisson School,5,37,9,0,*,*,28,*,0,*,,0,0,*,0,*,*,16,12,*,*,0,0,0,*,21,16,,20,9,0
11,59,Groton School District,18,Charles Barnum School,-3,71,27,0,*,*,44,14,*,7,,0,0,0,*,*,*,19,25,8,6,0,*,*,*,33,38,,23,18,0
11,59,Groton School District,18,Charles Barnum School,0,62,21,*,*,6,41,9,0,*,,*,0,0,*,*,*,15,26,6,*,0,0,*,*,26,36,,23,9,0
11,59,Groton School District,18,Charles Barnum School,1,73,25,0,*,8,48,10,0,6,,0,0,0,*,*,*,21,27,*,6,0,0,*,*,32,41,,30,6,*
11,59,Groton School District,18,Charles Barnum School,2,63,18,0,0,*,45,9,*,*,,0,0,0,0,*,*,19,26,7,*,*,0,*,*,29,34,,26,*,0
11,59,Groton School District,18,Charles Barnum School,3,46,19,0,*,8,27,*,*,*,,0,0,*,*,*,6,14,13,*,*,*,*,*,0,22,24,,26,6,0
11,59,Groton School District,18,Charles Barnum School,4,47,13,0,*,*,34,*,0,*,,0,0,0,*,*,*,22,12,*,*,0,0,0,*,28,19,,22,11,0
11,59,Groton School District,18,Charles Barnum School,5,39,11,0,*,*,28,6,0,*,,0,0,0,*,0,*,10,18,*,*,0,0,*,*,14,25,,20,10,0
11,59,Groton School District,19,Northeast Academy Elementary School,0,73,12,0,*,*,61,*,0,*,,0,0,*,0,0,*,24,37,*,*,0,0,*,*,32,41,,19,8,0
11,59,Groton School District,19,Northeast Academy Elementary School,1,73,27,0,7,0,46,12,*,7,,0,0,*,*,0,0,25,21,6,6,0,*,*,*,39,34,,13,*,0
11,59,Groton School District,19,Northeast Academy Elementary School,2,62,15,0,*,*,47,8,0,*,,0,0,*,*,*,0,27,20,*,*,0,0,*,*,35,27,,15,6,*
11,59,Groton School District,19,Northeast Academy Elementary School,3,74,13,0,*,*,61,6,0,0,,0,0,*,*,*,*,34,27,*,*,0,0,0,0,40,34,,17,10,0
11,59,Groton School District,19,Northeast Academy Elementary School,4,65,17,0,*,*,48,7,0,*,,0,0,*,*,*,*,22,26,*,*,0,0,0,*,30,35,,16,*,0
11,59,Groton School District,19,Northeast Academy Elementary School,5,56,10,*,*,*,46,*,0,0,,0,*,*,*,*,*,26,20,*,*,0,0,0,0,30,26,,12,6,*
11,59,Groton School District,20,Catherine Kolnaski Magnet School,0,97,71,0,11,10,26,40,0,10,,0,0,*,8,7,*,17,9,20,20,0,0,6,*,53,44,,64,9,*
11,59,Groton School District,20,Catherine Kolnaski Magnet School,1,95,70,0,*,12,25,39,0,15,,0,0,*,*,9,*,11,14,20,19,0,0,8,7,51,44,,75,12,8
11,59,Groton School District,20,Catherine Kolnaski Magnet School,2,81,64,*,*,12,17,37,0,9,,*,0,0,*,*,7,11,6,25,12,0,0,*,*,47,34,,60,6,8
11,59,Groton School District,20,Catherine Kolnaski Magnet School,3,70,50,*,*,18,20,25,0,*,,0,*,*,*,10,8,12,8,13,12,0,0,*,*,37,33,,50,7,7
11,59,Groton School District,20,Catherine Kolnaski Magnet School,4,65,45,0,*,14,20,27,0,*,,0,0,*,0,6,8,12,8,14,13,0,0,*,0,36,29,,52,8,*
11,59,Groton School District,52,West Side Middle School,6,182,96,8,6,30,86,44,*,7,,*,*,*,*,14,16,42,44,21,23,*,0,*,*,90,92,,116,36,*
11,59,Groton School District,52,West Side Middle School,7,151,67,*,7,25,84,30,0,*,,*,0,*,*,14,11,48,36,11,19,0,0,*,*,80,71,,91,26,*
11,59,Groton School District,52,West Side Middle School,8,173,84,6,*,26,89,40,*,6,,*,*,*,*,15,11,45,44,22,18,*,0,*,*,92,81,,86,24,6
11,59,Groton School District,53,Carl C. Cutler Middle School,6,150,50,*,11,7,100,24,0,*,,0,*,*,6,*,*,56,44,13,11,0,0,*,*,80,70,,48,14,*
11,59,Groton School District,53,Carl C. Cutler Middle School,7,156,46,*,13,14,110,14,0,*,,*,*,7,6,6,8,60,50,10,*,0,0,*,*,86,70,,45,30,*
11,59,Groton School District,53,Carl C. Cutler Middle School,8,156,40,*,10,13,116,12,*,*,,*,*,*,8,6,7,56,60,6,6,0,*,*,0,73,83,,48,20,0
11,59,Groton School District,61,Fitch Senior High School,9,283,115,7,16,40,168,42,*,9,,*,*,7,9,24,16,78,90,22,20,0,*,*,*,139,144,,113,42,6
11,59,Groton School District,61,Fitch Senior High School,10,280,116,*,19,34,164,48,*,9,,*,*,12,7,11,23,80,84,27,21,*,0,*,6,135,145,,113,36,7
11,59,Groton School District,61,Fitch Senior High School,11,315,136,10,23,44,179,50,*,8,,*,6,8,15,17,27,95,84,26,24,*,0,6,*,157,158,,131,39,11
11,59,Groton School District,61,Fitch Senior High School,12,305,111,6,19,44,194,34,*,7,,*,*,6,13,26,18,91,103,20,14,*,0,*,*,152,153,,88,43,*
11,60,Guilford School District,2,Guilford Lakes School,-3,45,9,0,*,0,36,*,0,*,,0,0,*,*,0,0,18,18,*,*,0,0,0,*,23,22,,*,15,0
11,60,Guilford School District,2,Guilford Lakes School,-2,42,*,0,*,0,38,0,0,*,,0,0,*,*,0,0,16,22,0,0,0,0,0,*,18,24,,*,*,*
11,60,Guilford School District,2,Guilford Lakes School,0,*,0,0,0,0,*,0,0,0,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,0,,0,*,0
11,60,Guilford School District,2,Guilford Lakes School,1,61,*,0,*,0,57,*,0,*,,0,0,0,*,0,0,28,29,*,0,0,0,*,0,30,31,,*,*,*
11,60,Guilford School District,2,Guilford Lakes School,2,73,11,*,*,*,62,*,0,0,,0,*,*,*,*,*,34,28,*,*,0,0,0,0,38,35,,*,*,*
11,60,Guilford School District,2,Guilford Lakes School,3,71,*,0,*,*,67,0,0,0,,0,0,*,*,*,0,30,37,0,0,0,0,0,0,33,38,,*,7,0
11,60,Guilford School District,2,Guilford Lakes School,4,69,*,0,*,0,64,*,0,0,,0,0,*,0,0,0,38,26,*,*,0,0,0,0,42,27,,7,*,*
11,60,Guilford School District,3,Melissa Jones School,-2,65,9,0,*,0,56,*,0,*,,0,0,*,*,0,0,27,29,*,*,0,0,*,*,31,34,,*,0,0
11,60,Guilford School District,3,Melissa Jones School,1,60,7,0,*,0,53,*,0,*,,0,0,*,*,0,0,22,31,*,0,0,0,*,*,27,33,,7,*,*
11,60,Guilford School District,3,Melissa Jones School,2,76,20,0,*,*,56,12,*,*,,0,0,*,0,*,0,27,29,8,*,0,*,*,*,41,35,,*,6,0
11,60,Guilford School District,3,Melissa Jones School,3,67,11,0,*,0,56,6,0,*,,0,0,*,*,0,0,35,21,*,*,0,0,0,*,41,26,,*,*,*
11,60,Guilford School District,3,Melissa Jones School,4,80,12,0,*,*,68,6,0,*,,0,0,*,*,*,0,35,33,*,*,0,0,*,0,44,36,,8,*,0
11,60,Guilford School District,4,Calvin Leete School,-2,42,*,0,0,0,38,*,0,*,,0,0,0,0,0,0,25,13,*,*,0,0,*,0,27,15,,*,*,0
11,60,Guilford School District,4,Calvin Leete School,1,55,7,0,*,*,48,*,0,*,,0,0,*,*,*,0,31,17,*,*,0,0,*,*,35,20,,*,*,*
11,60,Guilford School District,4,Calvin Leete School,2,67,*,0,0,*,62,*,0,*,,0,0,0,0,*,0,34,28,*,*,0,0,*,0,37,30,,*,*,0
11,60,Guilford School District,4,Calvin Leete School,3,63,7,0,*,0,56,*,0,*,,0,0,*,*,0,0,27,29,*,*,0,0,0,*,30,33,,*,7,*
11,60,Guilford School District,4,Calvin Leete School,4,65,8,0,*,*,57,*,0,0,,0,0,*,*,*,0,22,35,0,*,0,0,0,0,25,40,,*,6,*
11,60,Guilford School District,6,A. W. Cox School,-2,67,9,0,*,*,58,*,0,*,,0,0,*,*,*,0,27,31,0,*,0,0,*,*,32,35,,*,*,*
11,60,Guilford School District,6,A. W. Cox School,0,*,*,0,0,0,*,0,0,*,,0,0,0,0,0,0,*,*,0,0,0,0,*,0,*,*,,*,*,0
11,60,Guilford School District,6,A. W. Cox School,1,63,14,0,0,*,49,9,0,*,,0,0,0,0,*,0,29,20,7,*,0,0,*,0,41,22,,6,7,*
11,60,Guilford School District,6,A. W. Cox School,2,78,15,0,*,*,63,*,0,*,,0,0,0,*,*,*,31,32,*,*,0,0,*,*,37,41,,*,6,*
11,60,Guilford School District,6,A. W. Cox School,3,56,11,0,*,0,45,*,0,*,,0,0,*,*,0,0,25,20,*,*,0,0,*,*,30,26,,*,6,*
11,60,Guilford School District,6,A. W. Cox School,4,64,11,0,*,0,53,6,0,*,,0,0,0,*,0,0,29,24,*,*,0,0,*,*,34,30,,*,9,*
11,60,Guilford School District,7,A. Baldwin Middle School,5,299,47,0,7,*,252,23,0,16,,0,0,*,*,0,*,125,127,12,11,0,0,6,10,146,153,,24,30,*
11,60,Guilford School District,7,A. Baldwin Middle School,6,267,44,0,13,*,223,24,0,*,,0,0,*,8,*,*,111,112,12,12,0,0,*,*,132,135,,21,20,*
11,60,Guilford School District,51,E. C. Adams Middle School,7,307,30,0,12,*,277,10,0,*,,0,0,*,7,0,*,134,143,*,6,0,0,*,*,147,160,,19,38,*
11,60,Guilford School District,51,E. C. Adams Middle School,8,285,39,0,11,*,246,20,0,6,,0,0,*,6,*,*,124,122,12,8,0,0,*,*,145,140,,22,36,*
11,60,Guilford School District,61,Guilford High School,9,236,29,0,7,*,207,16,0,*,,0,0,*,*,*,0,117,90,13,*,0,0,*,*,137,99,,25,26,*
11,60,Guilford School District,61,Guilford High School,10,277,32,0,15,*,245,9,0,*,,0,0,*,11,*,*,125,120,*,7,0,0,*,*,133,144,,25,26,0
11,60,Guilford School District,61,Guilford High School,11,282,25,*,8,*,257,13,0,*,,*,0,*,*,*,*,128,129,*,9,0,0,0,*,139,143,,30,23,*
11,60,Guilford School District,61,Guilford High School,12,275,25,0,7,*,250,13,0,*,,0,0,*,*,0,*,132,118,*,10,0,0,*,0,139,136,,13,32,*
11,62,Hamden School District,1,Shepherd Glen School,0,51,38,*,11,13,13,10,0,*,,0,*,7,*,6,7,8,*,*,7,0,0,*,*,26,25,,21,*,10
11,62,Hamden School District,1,Shepherd Glen School,1,46,32,0,7,15,14,7,0,*,,0,0,6,*,7,8,*,9,*,*,0,0,*,*,22,24,,24,*,*
11,62,Hamden School District,1,Shepherd Glen School,2,64,46,0,10,25,18,10,0,*,,0,0,7,*,16,9,8,10,6,*,0,0,*,0,38,26,,40,13,7
11,62,Hamden School District,1,Shepherd Glen School,3,46,30,0,9,11,16,8,0,*,,0,0,*,*,*,9,8,8,*,6,0,0,*,0,19,27,,30,*,*
11,62,Hamden School District,1,Shepherd Glen School,4,46,27,0,10,10,19,6,0,*,,0,0,*,*,10,0,8,11,*,*,0,0,*,0,28,18,,31,6,8
11,62,Hamden School District,1,Shepherd Glen School,5,43,34,0,8,18,9,8,0,0,,0,0,*,6,9,9,*,*,*,*,0,0,0,0,20,23,,25,*,*
11,62,Hamden School District,1,Shepherd Glen School,6,40,29,0,*,17,11,8,0,*,,0,0,0,*,11,6,*,8,*,*,0,0,*,0,19,21,,27,6,*
11,62,Hamden School District,2,Church Street School,-3,13,11,0,0,*,*,*,0,*,,0,0,0,0,*,*,*,0,*,*,0,0,*,*,7,6,,9,0,0
11,62,Hamden School District,2,Church Street School,0,50,39,0,0,20,11,19,0,0,,0,0,0,0,9,11,7,*,10,9,0,0,0,0,26,24,,37,0,9
11,62,Hamden School District,2,Church Street School,1,64,58,0,*,28,6,21,0,6,,0,0,*,*,11,17,6,0,8,13,0,0,*,*,30,34,,56,*,9
11,62,Hamden School District,2,Church Street School,2,52,47,0,*,30,*,14,0,*,,0,0,*,0,18,12,*,*,7,7,0,0,*,0,29,23,,44,*,9
11,62,Hamden School District,2,Church Street School,3,49,36,0,*,21,13,12,0,*,,0,0,*,*,11,10,*,8,6,6,0,0,*,0,24,25,,43,9,7
