Inst,dist,District Name,School,School Name,Grade,Total,% of Non-White,American Indian,Asian American,Black,White,Hispanic,Pacific Islander,Two or More races,,IndianM,IndianF,AsianM,AsianF,BlackM,BlackF,WhiteM,WhiteF,HispM,HispF,PaciM,PaciF,MultiM,MultiF,TotalM,TotalF,,Eligible for Free or Reduced Price Lunch,Special Education,English Language Learner
11,151,Waterbury School District,11,Margaret M. Generali Elementary Sch,0,125,94,*,*,23,31,64,*,*,,*,0,*,0,18,*,15,16,36,28,0,*,*,*,74,51,,105,13,10
11,151,Waterbury School District,11,Margaret M. Generali Elementary Sch,1,104,73,0,*,14,31,54,0,*,,0,0,*,*,6,8,18,13,31,23,0,0,*,0,59,45,,91,15,14
11,151,Waterbury School District,11,Margaret M. Generali Elementary Sch,2,82,60,0,*,19,22,37,0,*,,0,0,0,*,16,*,12,10,17,20,0,0,0,*,45,37,,67,14,10
11,151,Waterbury School District,11,Margaret M. Generali Elementary Sch,3,108,74,0,0,26,34,47,0,*,,0,0,0,0,8,18,25,9,21,26,0,0,*,0,55,53,,88,23,15
11,151,Waterbury School District,11,Margaret M. Generali Elementary Sch,4,88,62,0,*,17,26,39,0,*,,0,0,*,0,6,11,14,12,18,21,0,0,*,*,43,45,,75,17,11
11,151,Waterbury School District,11,Margaret M. Generali Elementary Sch,5,78,59,0,*,16,19,41,0,0,,0,0,*,*,8,8,9,10,23,18,0,0,0,0,41,37,,67,18,10
11,151,Waterbury School District,13,Hopeville School,0,95,82,*,0,15,13,61,0,*,,0,*,0,0,10,*,9,*,30,31,0,0,*,*,52,43,,88,6,23
11,151,Waterbury School District,13,Hopeville School,1,85,70,*,*,8,15,53,0,7,,0,*,0,*,8,0,*,12,24,29,0,0,*,*,40,45,,81,7,33
11,151,Waterbury School District,13,Hopeville School,2,73,64,0,0,13,9,48,0,*,,0,0,0,0,8,*,*,*,27,21,0,0,*,*,42,31,,64,12,11
11,151,Waterbury School District,13,Hopeville School,3,82,66,0,0,11,16,55,0,0,,0,0,0,0,*,6,6,10,27,28,0,0,0,0,38,44,,79,7,32
11,151,Waterbury School District,13,Hopeville School,4,64,57,0,*,10,7,46,0,0,,0,0,*,0,*,6,*,*,28,18,0,0,0,0,35,29,,62,13,16
11,151,Waterbury School District,13,Hopeville School,5,61,48,0,0,6,13,41,0,*,,0,0,0,0,*,*,7,6,19,22,0,0,*,0,28,33,,57,8,17
11,151,Waterbury School District,14,F. J. Kingsbury School,0,87,67,0,*,22,20,43,0,*,,0,0,0,*,12,10,12,8,18,25,0,0,*,0,43,44,,75,*,*
11,151,Waterbury School District,14,F. J. Kingsbury School,1,88,72,0,0,19,16,52,0,*,,0,0,0,0,12,7,9,7,27,25,0,0,0,*,48,40,,78,8,9
11,151,Waterbury School District,14,F. J. Kingsbury School,2,82,69,0,*,27,13,39,0,*,,0,0,*,0,14,13,7,6,21,18,0,0,*,0,45,37,,70,10,13
11,151,Waterbury School District,14,F. J. Kingsbury School,3,89,76,*,*,26,13,44,0,*,,*,0,*,*,8,18,9,*,23,21,0,0,*,0,43,46,,81,15,6
11,151,Waterbury School District,14,F. J. Kingsbury School,4,85,77,0,*,33,8,41,0,*,,0,0,*,0,15,18,*,*,23,18,0,0,0,*,44,41,,74,11,6
11,151,Waterbury School District,14,F. J. Kingsbury School,5,79,69,0,*,22,10,45,0,*,,0,0,*,0,13,9,*,7,23,22,0,0,0,*,40,39,,66,16,*
11,151,Waterbury School District,16,Duggan School,-3,36,29,0,*,7,7,19,0,*,,0,0,*,0,*,*,*,*,12,7,0,0,*,0,19,17,,30,10,0
11,151,Waterbury School District,16,Duggan School,0,70,60,0,0,15,10,40,0,*,,0,0,0,0,8,7,6,*,29,11,0,0,*,*,46,24,,67,20,8
11,151,Waterbury School District,16,Duggan School,1,48,42,0,0,14,6,27,0,*,,0,0,0,0,8,6,*,*,15,12,0,0,0,*,27,21,,45,9,*
11,151,Waterbury School District,16,Duggan School,2,44,40,0,0,10,*,28,0,*,,0,0,0,0,*,*,*,0,18,10,0,0,*,0,29,15,,44,11,7
11,151,Waterbury School District,16,Duggan School,3,47,37,0,0,7,10,29,*,0,,0,0,0,0,*,*,7,*,9,20,0,*,0,0,19,28,,41,9,*
11,151,Waterbury School District,16,Duggan School,4,45,40,*,0,10,*,28,0,*,,0,*,0,0,8,*,0,*,16,12,0,0,*,0,25,20,,41,*,*
11,151,Waterbury School District,16,Duggan School,5,53,42,*,0,9,11,30,0,*,,*,0,0,0,*,6,*,6,11,19,0,0,0,*,20,33,,49,7,*
11,151,Waterbury School District,16,Duggan School,6,54,46,0,0,17,8,23,0,6,,0,0,0,0,10,7,*,6,7,16,0,0,*,*,21,33,,51,11,*
11,151,Waterbury School District,16,Duggan School,7,40,37,0,0,11,*,24,0,*,,0,0,0,0,8,*,*,*,12,12,0,0,*,*,23,17,,39,11,*
11,151,Waterbury School District,20,Sprague School,-3,19,16,0,*,*,*,10,0,*,,0,0,*,*,*,*,*,*,7,*,0,0,*,0,12,7,,16,*,0
11,151,Waterbury School District,20,Sprague School,0,99,86,*,0,24,13,59,0,*,,0,*,0,0,10,14,8,*,32,27,0,0,*,*,51,48,,93,7,12
11,151,Waterbury School District,20,Sprague School,1,69,57,0,0,20,12,36,0,*,,0,0,0,0,9,11,6,6,15,21,0,0,0,*,30,39,,65,6,6
11,151,Waterbury School District,20,Sprague School,2,62,51,0,0,12,11,38,0,*,,0,0,0,0,6,6,6,*,20,18,0,0,0,*,32,30,,58,*,*
11,151,Waterbury School District,20,Sprague School,3,47,40,0,*,11,7,27,0,0,,0,0,0,*,8,*,*,*,12,15,0,0,0,0,24,23,,41,*,6
11,151,Waterbury School District,20,Sprague School,4,59,57,0,0,17,*,40,0,0,,0,0,0,0,13,*,*,*,20,20,0,0,0,0,34,25,,56,14,7
11,151,Waterbury School District,20,Sprague School,5,45,43,0,*,13,*,29,0,0,,0,0,*,0,*,8,*,*,17,12,0,0,0,0,24,21,,42,9,6
11,151,Waterbury School District,21,B. W. Tinker School,0,99,58,0,*,11,41,35,0,10,,0,0,*,*,*,8,23,18,16,19,0,0,*,8,45,54,,70,7,9
11,151,Waterbury School District,21,B. W. Tinker School,1,98,66,0,0,25,32,38,0,*,,0,0,0,0,15,10,10,22,21,17,0,0,*,*,47,51,,69,8,8
11,151,Waterbury School District,21,B. W. Tinker School,2,94,55,0,0,15,39,39,0,*,,0,0,0,0,9,6,23,16,25,14,0,0,0,*,57,37,,68,6,10
11,151,Waterbury School District,21,B. W. Tinker School,3,92,48,0,*,13,44,28,0,6,,0,0,*,0,10,*,26,18,13,15,0,0,*,*,54,38,,67,15,*
11,151,Waterbury School District,21,B. W. Tinker School,4,98,64,0,*,16,34,42,0,*,,0,0,*,0,11,*,20,14,24,18,0,0,*,*,59,39,,72,12,10
11,151,Waterbury School District,21,B. W. Tinker School,5,82,58,0,*,18,24,33,0,*,,0,0,*,*,10,8,14,10,18,15,0,0,*,*,44,38,,64,13,*
11,151,Waterbury School District,22,Walsh School,-3,18,17,0,*,*,*,14,0,0,,0,0,*,0,*,*,*,0,9,*,0,0,0,0,12,6,,18,*,0
11,151,Waterbury School District,22,Walsh School,0,79,77,0,0,23,*,51,0,*,,0,0,0,0,13,10,0,*,27,24,0,0,0,*,40,39,,73,*,11
11,151,Waterbury School District,22,Walsh School,1,75,69,0,0,24,6,43,0,*,,0,0,0,0,10,14,*,*,24,19,0,0,*,*,37,38,,75,6,9
11,151,Waterbury School District,22,Walsh School,2,103,96,0,*,32,7,60,0,*,,0,0,0,*,14,18,*,*,23,37,0,0,*,0,43,60,,101,9,15
11,151,Waterbury School District,22,Walsh School,3,78,72,0,0,33,6,39,0,0,,0,0,0,0,14,19,*,*,15,24,0,0,0,0,32,46,,76,10,10
11,151,Waterbury School District,22,Walsh School,4,89,86,0,0,32,*,52,0,*,,0,0,0,0,16,16,*,0,24,28,0,0,*,*,44,45,,85,18,14
11,151,Waterbury School District,22,Walsh School,5,69,66,0,0,26,*,39,0,*,,0,0,0,0,12,14,*,0,18,21,0,0,0,*,33,36,,66,17,12
11,151,Waterbury School District,23,Washington School,-3,12,11,*,0,*,*,9,0,0,,*,0,0,0,*,0,0,*,*,*,0,0,0,0,7,*,,11,*,0
11,151,Waterbury School District,23,Washington School,0,67,58,*,*,12,9,43,0,*,,*,0,0,*,*,7,6,*,22,21,0,0,0,*,34,33,,67,*,7
11,151,Waterbury School District,23,Washington School,1,66,59,0,0,17,7,41,0,*,,0,0,0,0,11,6,*,*,14,27,0,0,0,*,30,36,,64,*,12
11,151,Waterbury School District,23,Washington School,2,45,39,*,*,9,6,28,0,0,,*,0,0,*,8,*,*,*,13,15,0,0,0,0,27,18,,43,*,10
11,151,Waterbury School District,23,Washington School,3,57,52,*,0,13,*,36,0,*,,0,*,0,0,*,9,*,*,12,24,0,0,*,*,19,38,,54,*,10
11,151,Waterbury School District,23,Washington School,4,51,43,*,0,9,8,32,0,0,,0,*,0,0,6,*,*,6,11,21,0,0,0,0,19,32,,50,*,7
11,151,Waterbury School District,23,Washington School,5,50,43,0,0,8,7,34,0,*,,0,0,0,0,6,*,*,*,23,11,0,0,0,*,34,16,,43,10,8
11,151,Waterbury School District,26,Gilmartin School,-3,35,24,0,*,*,11,18,0,*,,0,0,*,*,0,*,*,6,7,11,0,0,0,*,13,22,,29,8,0
11,151,Waterbury School District,26,Gilmartin School,0,61,49,0,*,14,12,33,0,*,,0,0,*,0,6,8,6,6,26,7,0,0,*,0,40,21,,50,19,*
11,151,Waterbury School District,26,Gilmartin School,1,43,33,*,*,9,10,20,0,*,,*,0,*,0,*,*,*,6,11,9,0,0,*,*,22,21,,33,*,0
11,151,Waterbury School District,26,Gilmartin School,2,46,30,*,0,8,16,21,0,0,,0,*,0,0,6,*,7,9,11,10,0,0,0,0,24,22,,36,6,*
11,151,Waterbury School District,26,Gilmartin School,3,50,44,*,*,13,6,26,0,*,,*,0,*,*,*,9,*,*,13,13,0,0,*,*,24,26,,39,*,*
11,151,Waterbury School District,26,Gilmartin School,4,53,45,*,0,18,8,25,0,*,,*,0,0,0,9,9,*,*,12,13,0,0,0,*,27,26,,44,7,*
11,151,Waterbury School District,26,Gilmartin School,5,47,38,0,*,*,9,32,0,0,,0,0,0,*,*,*,*,*,13,19,0,0,0,0,20,27,,35,8,6
11,151,Waterbury School District,26,Gilmartin School,6,56,50,*,0,12,6,34,0,*,,*,*,0,0,*,7,*,*,11,23,0,0,*,*,23,33,,43,14,7
11,151,Waterbury School District,26,Gilmartin School,7,49,39,0,*,12,10,25,0,*,,0,0,*,0,*,7,8,*,14,11,0,0,*,0,29,20,,37,8,*
11,151,Waterbury School District,26,Gilmartin School,8,47,38,*,*,14,9,20,0,*,,*,0,0,*,10,*,6,*,8,12,0,0,0,*,25,22,,38,13,*
11,151,Waterbury School District,27,Carrington School,0,86,62,0,*,13,24,47,0,0,,0,0,*,*,7,6,12,12,15,32,0,0,0,0,35,51,,66,11,26
11,151,Waterbury School District,27,Carrington School,1,71,58,0,*,12,13,42,0,*,,0,0,*,0,8,*,8,*,20,22,0,0,*,0,40,31,,60,*,27
11,151,Waterbury School District,27,Carrington School,2,88,62,0,*,13,26,47,0,*,,0,0,0,*,7,6,14,12,20,27,0,0,*,0,42,46,,67,15,29
11,151,Waterbury School District,27,Carrington School,3,55,36,0,*,17,19,17,0,*,,0,0,*,0,6,11,12,7,7,10,0,0,*,0,27,28,,45,9,10
11,151,Waterbury School District,27,Carrington School,4,78,60,0,*,20,18,38,0,0,,0,0,*,0,11,9,7,11,19,19,0,0,0,0,39,39,,57,14,22
11,151,Waterbury School District,27,Carrington School,5,79,56,0,*,10,23,44,0,*,,0,0,*,0,*,8,13,10,23,21,0,0,0,*,39,40,,61,11,26
11,151,Waterbury School District,28,Regan School,0,40,36,0,*,17,*,14,0,*,,0,0,*,0,6,11,*,*,*,9,0,0,*,*,15,25,,31,*,0
11,151,Waterbury School District,28,Regan School,1,31,30,0,0,13,*,13,0,*,,0,0,0,0,*,8,*,0,7,6,0,0,*,*,16,15,,20,6,0
11,151,Waterbury School District,28,Regan School,2,40,30,0,*,11,10,17,0,*,,0,0,*,0,*,7,*,6,10,7,0,0,*,0,20,20,,35,*,*
11,151,Waterbury School District,28,Regan School,3,44,32,0,0,15,12,16,0,*,,0,0,0,0,11,*,*,9,*,11,0,0,*,0,20,24,,38,*,*
11,151,Waterbury School District,28,Regan School,4,48,30,0,*,12,18,16,0,0,,0,0,*,*,7,*,12,6,10,6,0,0,0,0,30,18,,39,7,*
11,151,Waterbury School District,28,Regan School,5,51,43,0,*,13,8,28,0,0,,0,0,0,*,*,10,*,*,15,13,0,0,0,0,22,29,,41,8,*
11,151,Waterbury School District,31,Maloney Interdistrict Magnet School,-3,72,32,0,*,9,40,18,0,*,,0,0,*,*,*,*,22,18,10,8,0,0,*,0,39,33,,26,9,0
11,151,Waterbury School District,31,Maloney Interdistrict Magnet School,0,90,45,0,*,22,45,20,0,*,,0,0,0,*,14,8,31,14,11,9,0,0,0,*,56,34,,37,8,*
11,151,Waterbury School District,31,Maloney Interdistrict Magnet School,1,87,51,0,*,12,36,28,0,7,,0,0,*,*,*,7,22,14,13,15,0,0,*,*,45,42,,42,11,7
11,151,Waterbury School District,31,Maloney Interdistrict Magnet School,2,88,50,0,*,13,38,32,0,*,,0,0,*,0,7,6,24,14,17,15,0,0,*,*,52,36,,51,8,*
11,151,Waterbury School District,31,Maloney Interdistrict Magnet School,3,88,43,*,*,16,45,18,0,*,,*,0,*,0,7,9,22,23,11,7,0,0,*,*,48,40,,41,*,0
11,151,Waterbury School District,31,Maloney Interdistrict Magnet School,4,88,40,*,*,14,48,20,0,*,,*,0,*,0,8,6,27,21,7,13,0,0,*,*,45,43,,38,11,0
11,151,Waterbury School District,31,Maloney Interdistrict Magnet School,5,88,47,0,*,17,41,19,0,8,,0,0,*,*,6,11,20,21,8,11,0,0,*,*,40,48,,40,12,*
11,151,Waterbury School District,32,Woodrow Wilson School,-3,66,54,0,*,7,12,42,0,*,,0,0,*,*,*,*,9,*,23,19,0,0,*,0,39,27,,57,11,0
11,151,Waterbury School District,32,Woodrow Wilson School,0,88,82,0,0,17,6,62,0,*,,0,0,0,0,7,10,*,*,32,30,0,0,*,*,42,46,,81,17,13
11,151,Waterbury School District,32,Woodrow Wilson School,1,67,64,0,0,18,*,44,0,*,,0,0,0,0,11,7,*,*,26,18,0,0,0,*,38,29,,64,11,8
11,151,Waterbury School District,32,Woodrow Wilson School,2,55,51,0,0,12,*,39,0,0,,0,0,0,0,*,8,*,0,24,15,0,0,0,0,32,23,,50,12,8
11,151,Waterbury School District,32,Woodrow Wilson School,3,51,47,0,0,23,*,24,0,0,,0,0,0,0,12,11,*,*,9,15,0,0,0,0,23,28,,48,11,*
11,151,Waterbury School District,32,Woodrow Wilson School,4,52,46,0,0,18,6,28,0,0,,0,0,0,0,12,6,*,*,12,16,0,0,0,0,25,27,,48,10,12
11,151,Waterbury School District,32,Woodrow Wilson School,5,46,38,0,0,10,8,28,0,0,,0,0,0,0,7,*,*,*,11,17,0,0,0,0,21,25,,44,14,7
11,151,Waterbury School District,33,Rotella Interdistrict Magnet School,-3,72,24,0,*,7,48,15,0,0,,0,0,*,0,*,*,27,21,6,9,0,0,0,0,38,34,,19,*,0
11,151,Waterbury School District,33,Rotella Interdistrict Magnet School,0,90,49,0,*,15,41,26,0,*,,0,0,*,*,7,8,17,24,14,12,0,0,*,*,42,48,,32,6,*
11,151,Waterbury School District,33,Rotella Interdistrict Magnet School,1,84,43,0,*,15,41,25,0,*,,0,0,*,0,7,8,22,19,7,18,0,0,*,0,39,45,,38,*,*
11,151,Waterbury School District,33,Rotella Interdistrict Magnet School,2,88,49,0,0,14,39,32,0,*,,0,0,0,0,8,6,22,17,20,12,0,0,*,*,51,37,,46,*,*
11,151,Waterbury School District,33,Rotella Interdistrict Magnet School,3,89,43,0,*,12,46,20,0,8,,0,0,*,*,8,*,16,30,9,11,0,0,*,6,36,53,,38,*,*
11,151,Waterbury School District,33,Rotella Interdistrict Magnet School,4,97,52,0,*,19,45,22,0,8,,0,0,*,*,12,7,19,26,10,12,0,0,*,7,44,53,,51,8,*
11,151,Waterbury School District,33,Rotella Interdistrict Magnet School,5,95,47,0,*,12,48,28,0,*,,0,0,*,*,*,7,21,27,13,15,0,0,*,0,43,52,,46,12,*
11,151,Waterbury School District,34,Reed School,-3,36,33,0,0,10,*,20,0,*,,0,0,0,0,*,6,*,*,11,9,0,0,*,*,17,19,,31,9,0
11,151,Waterbury School District,34,Reed School,0,42,39,*,0,13,*,23,0,*,,*,0,0,0,7,6,*,*,12,11,0,0,*,*,22,20,,42,10,6
11,151,Waterbury School District,34,Reed School,1,49,45,0,0,14,*,29,0,*,,0,0,0,0,*,9,*,*,15,14,0,0,*,*,23,26,,48,*,*
11,151,Waterbury School District,34,Reed School,2,48,47,0,0,12,*,35,0,0,,0,0,0,0,6,6,0,*,18,17,0,0,0,0,24,24,,45,*,10
11,151,Waterbury School District,34,Reed School,3,40,37,0,0,11,*,23,0,*,,0,0,0,0,7,*,*,*,17,6,0,0,*,*,28,12,,39,7,*
11,151,Waterbury School District,34,Reed School,4,36,33,0,0,9,*,23,0,*,,0,0,0,0,*,6,*,*,9,14,0,0,*,0,15,21,,36,7,*
11,151,Waterbury School District,34,Reed School,5,42,37,0,0,19,*,17,0,*,,0,0,0,0,9,10,*,*,10,7,0,0,*,0,22,20,,41,11,*
11,151,Waterbury School District,34,Reed School,6,36,34,0,0,15,*,19,0,0,,0,0,0,0,*,10,*,0,10,9,0,0,0,0,17,19,,34,6,*
11,151,Waterbury School District,50,Waterbury Arts Magnet School (Middl,6,111,58,0,*,22,53,32,0,*,,0,0,0,*,*,19,18,35,8,24,0,0,*,*,30,81,,50,7,*
11,151,Waterbury School District,50,Waterbury Arts Magnet School (Middl,7,111,63,0,*,27,48,27,0,8,,0,0,0,*,9,18,21,27,10,17,0,0,7,*,47,64,,58,9,0
11,151,Waterbury School District,50,Waterbury Arts Magnet School (Middl,8,111,67,0,*,18,44,42,*,*,,0,0,0,*,10,8,20,24,17,25,*,0,*,*,50,61,,58,11,0
11,151,Waterbury School District,51,Michael F. Wallace Middle School,6,377,312,*,*,116,65,179,0,11,,0,*,*,*,68,48,34,31,89,90,0,0,6,*,199,178,,338,79,31
11,151,Waterbury School District,51,Michael F. Wallace Middle School,7,423,340,*,11,116,83,204,0,8,,0,*,*,6,60,56,33,50,103,101,0,0,6,*,207,216,,358,67,49
11,151,Waterbury School District,51,Michael F. Wallace Middle School,8,420,349,*,12,90,71,227,0,15,,*,*,*,9,50,40,35,36,111,116,0,0,11,*,211,209,,358,72,53
11,151,Waterbury School District,52,West Side Middle School,6,312,237,*,*,61,75,166,0,*,,0,*,*,*,32,29,33,42,93,73,0,0,*,*,163,149,,261,76,54
11,151,Waterbury School District,52,West Side Middle School,7,354,298,*,8,77,56,194,0,17,,0,*,*,*,35,42,32,24,99,95,0,0,6,11,176,178,,301,61,44
11,151,Waterbury School District,52,West Side Middle School,8,391,306,*,*,97,85,188,*,16,,0,*,*,*,46,51,47,38,111,77,*,0,7,9,213,178,,333,83,50
11,151,Waterbury School District,53,North End Middle School,6,360,307,*,10,109,53,185,0,*,,*,0,*,7,57,52,31,22,109,76,0,0,*,0,203,157,,305,80,48
11,151,Waterbury School District,53,North End Middle School,7,357,308,*,*,100,49,185,0,16,,*,*,*,*,43,57,23,26,97,88,0,0,10,6,178,179,,310,73,40
11,151,Waterbury School District,53,North End Middle School,8,388,331,0,*,118,57,201,*,*,,0,0,*,*,77,41,32,25,98,103,*,*,*,*,215,173,,323,85,37
11,151,Waterbury School District,60,Waterbury Arts Magnet School (High),9,129,74,0,*,31,55,29,0,10,,0,0,*,*,11,20,18,37,13,16,0,0,*,6,47,82,,70,11,*
11,151,Waterbury School District,60,Waterbury Arts Magnet School (High),10,124,66,0,*,19,58,34,0,11,,0,0,*,0,7,12,14,44,12,22,0,0,*,7,39,85,,62,7,*
11,151,Waterbury School District,60,Waterbury Arts Magnet School (High),11,118,63,0,*,31,55,26,0,*,,0,0,0,*,11,20,23,32,12,14,0,0,*,*,47,71,,54,11,*
11,151,Waterbury School District,60,Waterbury Arts Magnet School (High),12,98,63,*,*,21,35,30,0,8,,*,0,*,*,9,12,13,22,6,24,0,0,*,6,32,66,,50,9,*
11,151,Waterbury School District,62,Crosby High School,9,376,322,*,9,108,54,179,*,23,,*,*,*,6,60,48,27,27,87,92,0,*,9,14,187,189,,312,61,43
11,151,Waterbury School District,62,Crosby High School,10,396,325,*,*,111,71,195,*,9,,*,*,*,*,55,56,32,39,102,93,0,*,*,*,197,199,,341,75,62
11,151,Waterbury School District,62,Crosby High School,11,372,287,*,15,110,85,159,*,*,,*,0,7,8,54,56,46,39,85,74,0,*,0,*,193,179,,293,49,42
11,151,Waterbury School District,62,Crosby High School,12,319,247,*,10,107,72,124,0,*,,*,*,*,*,56,51,41,31,61,63,0,0,*,0,168,151,,255,52,26
11,151,Waterbury School District,63,Wilby High School,9,340,315,*,*,119,25,179,*,13,,0,*,*,*,67,52,16,9,97,82,0,*,6,7,187,153,,299,79,46
11,151,Waterbury School District,63,Wilby High School,10,331,293,0,*,110,38,167,*,9,,0,0,*,*,49,61,24,14,78,89,*,*,*,*,159,172,,285,67,46
11,151,Waterbury School District,63,Wilby High School,11,320,286,0,*,117,34,159,*,*,,0,0,*,*,70,47,20,14,82,77,*,0,*,*,177,143,,263,65,43
11,151,Waterbury School District,63,Wilby High School,12,338,305,0,10,121,33,169,0,*,,0,0,*,*,65,56,19,14,87,82,0,0,*,*,177,161,,273,65,21
11,151,Waterbury School District,64,John F. Kennedy High School,9,330,242,*,*,68,88,159,*,11,,*,0,*,0,40,28,48,40,78,81,*,*,*,6,174,156,,264,53,32
11,151,Waterbury School District,64,John F. Kennedy High School,10,374,275,*,*,87,99,180,0,*,,*,0,*,*,46,41,57,42,92,88,0,0,*,*,198,176,,279,53,50
11,151,Waterbury School District,64,John F. Kennedy High School,11,331,231,*,7,65,100,151,0,*,,*,*,*,*,37,28,51,49,82,69,0,0,*,*,178,153,,249,48,41
11,151,Waterbury School District,64,John F. Kennedy High School,12,323,207,0,7,73,116,125,0,*,,0,0,*,*,44,29,61,55,56,69,0,0,*,*,166,157,,229,54,25
11,151,Waterbury School District,80,Special Education Preschool,-3,200,166,*,6,41,34,110,0,8,,0,*,*,*,22,19,19,15,65,45,0,0,*,*,113,87,,154,71,*
11,151,Waterbury School District,90,State Street School,2,*,*,0,0,*,0,0,0,0,,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,,*,*,0
11,151,Waterbury School District,90,State Street School,3,*,*,0,0,*,0,0,0,0,,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,,*,*,0
11,151,Waterbury School District,90,State Street School,4,*,*,0,0,*,*,*,0,0,,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,,*,*,0
11,151,Waterbury School District,90,State Street School,5,6,*,0,0,*,*,*,0,0,,0,0,0,0,0,*,*,0,*,0,0,0,0,0,*,*,,6,6,*
11,151,Waterbury School District,90,State Street School,6,*,*,0,0,0,0,*,0,0,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,,*,*,*
11,151,Waterbury School District,90,State Street School,7,6,6,0,0,*,0,*,0,0,,0,0,0,0,*,0,0,0,*,*,0,0,0,0,*,*,,6,6,*
11,151,Waterbury School District,90,State Street School,8,10,8,0,0,*,*,7,0,0,,0,0,0,0,*,0,*,0,6,*,0,0,0,0,9,*,,9,10,*
11,151,Waterbury School District,90,State Street School,9,13,12,0,0,6,*,6,0,0,,0,0,0,0,*,*,*,0,*,*,0,0,0,0,9,*,,13,13,0
11,151,Waterbury School District,90,State Street School,10,15,14,0,0,*,*,9,0,0,,0,0,0,0,*,*,*,0,6,*,0,0,0,0,10,*,,14,15,*
11,151,Waterbury School District,90,State Street School,11,15,15,0,0,7,0,8,0,0,,0,0,0,0,*,*,0,0,6,*,0,0,0,0,10,*,,15,15,*
11,151,Waterbury School District,90,State Street School,12,13,12,0,0,*,*,7,0,0,,0,0,0,0,*,*,*,0,6,*,0,0,0,0,11,*,,11,13,*
11,151,Waterbury School District,91,Enlightenment School,6,7,6,0,0,*,*,*,0,0,,0,0,0,0,*,*,*,0,*,*,0,0,0,0,*,*,,7,*,*
11,151,Waterbury School District,91,Enlightenment School,7,19,15,0,0,7,*,8,0,0,,0,0,0,0,*,*,*,*,*,*,0,0,0,0,12,7,,16,*,*
11,151,Waterbury School District,91,Enlightenment School,8,37,32,0,0,10,*,19,0,*,,0,0,0,0,6,*,*,*,13,6,0,0,*,*,23,14,,33,11,*
11,151,Waterbury School District,91,Enlightenment School,9,28,25,0,0,9,*,15,0,*,,0,0,0,0,7,*,*,0,12,*,0,0,*,0,23,*,,25,*,6
11,151,Waterbury School District,91,Enlightenment School,10,43,40,0,0,16,*,22,0,*,,0,0,0,0,10,6,*,*,12,10,0,0,0,*,24,19,,42,10,*
11,151,Waterbury School District,91,Enlightenment School,11,44,39,0,0,19,*,19,*,0,,0,0,0,0,12,7,*,*,11,8,0,*,0,0,25,19,,38,7,*
11,151,Waterbury School District,91,Enlightenment School,12,20,18,0,0,9,*,8,0,*,,0,0,0,0,6,*,*,0,6,*,0,0,*,0,15,*,,16,*,*
11,152,Waterford School District,2,Great Neck Elementary School,0,44,8,0,*,0,36,*,0,*,,0,0,*,*,0,0,19,17,*,*,0,0,0,*,22,22,,7,*,*
11,152,Waterford School District,2,Great Neck Elementary School,1,42,8,0,*,*,34,*,0,*,,0,0,0,*,0,*,21,13,*,*,0,0,*,0,24,18,,8,*,0
11,152,Waterford School District,2,Great Neck Elementary School,2,61,9,0,*,*,52,*,0,*,,0,0,*,*,0,*,21,31,0,*,0,0,*,*,23,38,,13,*,*
11,152,Waterford School District,2,Great Neck Elementary School,3,70,8,0,*,0,62,*,0,0,,0,0,*,*,0,0,32,30,*,*,0,0,0,0,35,35,,15,10,*
11,152,Waterford School District,2,Great Neck Elementary School,4,62,14,0,*,*,48,9,0,0,,0,0,0,*,0,*,24,24,*,*,0,0,0,0,29,33,,12,9,*
11,152,Waterford School District,2,Great Neck Elementary School,5,73,14,0,*,*,59,10,0,0,,0,0,*,*,0,*,28,31,*,7,0,0,0,0,32,41,,8,11,*
11,152,Waterford School District,6,Oswegatchie Elementary School,0,39,6,*,*,*,33,*,0,*,,0,*,0,*,*,0,18,15,*,0,0,0,0,*,21,18,,*,*,0
11,152,Waterford School District,6,Oswegatchie Elementary School,1,67,26,0,7,7,41,10,0,*,,0,0,*,*,*,*,19,22,6,*,0,0,*,0,32,35,,14,6,*
11,152,Waterford School District,6,Oswegatchie Elementary School,2,74,14,0,*,*,60,6,0,*,,0,0,*,*,*,*,29,31,*,*,0,0,*,0,37,37,,19,7,*
11,152,Waterford School District,6,Oswegatchie Elementary School,3,69,17,0,*,*,52,6,0,*,,0,0,*,*,*,0,30,22,*,*,0,0,0,*,41,28,,13,10,*
11,152,Waterford School District,6,Oswegatchie Elementary School,4,70,8,0,*,*,62,*,0,0,,0,0,*,*,0,*,31,31,*,*,0,0,0,0,34,36,,10,*,0
11,152,Waterford School District,6,Oswegatchie Elementary School,5,75,11,*,*,*,64,6,0,0,,0,*,0,*,0,*,38,26,*,*,0,0,0,0,40,35,,7,15,0
11,152,Waterford School District,7,Quaker Hill Elementary School,0,39,8,*,*,0,31,*,0,*,,*,0,*,*,0,0,16,15,*,*,0,0,*,0,21,18,,*,0,0
11,152,Waterford School District,7,Quaker Hill Elementary School,1,59,14,*,*,*,45,*,0,*,,*,0,0,*,*,0,29,16,*,*,0,0,0,*,36,23,,13,*,*
